timestamp_ms,readable_time,pair,price
1772064000821,2026-02-26 00:00:00.821,EURUSD,1.18138
1772064000894,2026-02-26 00:00:00.894,EURUSD,1.18138
1772064001000,2026-02-26 00:00:01.000,EURUSD,1.18144
1772064001998,2026-02-26 00:00:01.998,EURUSD,1.18139
1772064005922,2026-02-26 00:00:05.922,EURUSD,1.18139
1772064005968,2026-02-26 00:00:05.968,EURUSD,1.18138
1772064006456,2026-02-26 00:00:06.456,EURUSD,1.18137
1772064006674,2026-02-26 00:00:06.674,EURUSD,1.18137
1772064007573,2026-02-26 00:00:07.573,EURUSD,1.18136
1772064012327,2026-02-26 00:00:12.327,EURUSD,1.18136
1772064012327,2026-02-26 00:00:12.327,EURUSD,1.18135
1772064033303,2026-02-26 00:00:33.303,EURUSD,1.18135
1772064035477,2026-02-26 00:00:35.477,EURUSD,1.18135
1772064041676,2026-02-26 00:00:41.676,EURUSD,1.18136
1772064041676,2026-02-26 00:00:41.676,EURUSD,1.18137
1772064041676,2026-02-26 00:00:41.676,EURUSD,1.18138
1772064041676,2026-02-26 00:00:41.676,EURUSD,1.1814
1772064041676,2026-02-26 00:00:41.676,EURUSD,1.1814
1772064041688,2026-02-26 00:00:41.688,EURUSD,1.18139
1772064041688,2026-02-26 00:00:41.688,EURUSD,1.1814
1772064041698,2026-02-26 00:00:41.698,EURUSD,1.1814
1772064041716,2026-02-26 00:00:41.716,EURUSD,1.1814
1772064041737,2026-02-26 00:00:41.737,EURUSD,1.1814
1772064041748,2026-02-26 00:00:41.748,EURUSD,1.1814
1772064044581,2026-02-26 00:00:44.581,EURUSD,1.18145
1772064046500,2026-02-26 00:00:46.500,EURUSD,1.18149
1772064046604,2026-02-26 00:00:46.604,EURUSD,1.18149
1772064046604,2026-02-26 00:00:46.604,EURUSD,1.18151
1772064046867,2026-02-26 00:00:46.867,EURUSD,1.18151
1772064046978,2026-02-26 00:00:46.978,EURUSD,1.18152
1772064052436,2026-02-26 00:00:52.436,EURUSD,1.18152
1772064053675,2026-02-26 00:00:53.675,EURUSD,1.18148
1772064054127,2026-02-26 00:00:54.127,EURUSD,1.18148
1772064059556,2026-02-26 00:00:59.556,EURUSD,1.18143
1772064059556,2026-02-26 00:00:59.556,EURUSD,1.18141
1772064059556,2026-02-26 00:00:59.556,EURUSD,1.1814
1772064059566,2026-02-26 00:00:59.566,EURUSD,1.1814
1772064059598,2026-02-26 00:00:59.598,EURUSD,1.1814
1772064059617,2026-02-26 00:00:59.617,EURUSD,1.1814
1772064061790,2026-02-26 00:01:01.790,EURUSD,1.18135
1772064061790,2026-02-26 00:01:01.790,EURUSD,1.18135
1772064062153,2026-02-26 00:01:02.153,EURUSD,1.18139
1772064062153,2026-02-26 00:01:02.153,EURUSD,1.18139
1772064062153,2026-02-26 00:01:02.153,EURUSD,1.18139
1772064062153,2026-02-26 00:01:02.153,EURUSD,1.1814
1772064062176,2026-02-26 00:01:02.176,EURUSD,1.1814
1772064062222,2026-02-26 00:01:02.222,EURUSD,1.1814
1772064062333,2026-02-26 00:01:02.333,EURUSD,1.18141
1772064063383,2026-02-26 00:01:03.383,EURUSD,1.18142
1772064065877,2026-02-26 00:01:05.877,EURUSD,1.18141
1772064066621,2026-02-26 00:01:06.621,EURUSD,1.18142
