timestamp_ms,readable_time,pair,price
1771372802107,2026-02-18 00:00:02.107,EURUSD,1.18483
1771372806322,2026-02-18 00:00:06.322,EURUSD,1.18488
1771372818404,2026-02-18 00:00:18.404,EURUSD,1.18491
1771372821335,2026-02-18 00:00:21.335,EURUSD,1.1849
1771372830145,2026-02-18 00:00:30.145,EURUSD,1.18495
1771372831653,2026-02-18 00:00:31.653,EURUSD,1.18499
1771372836848,2026-02-18 00:00:36.848,EURUSD,1.18502
1771372837826,2026-02-18 00:00:37.826,EURUSD,1.18499
1771372842561,2026-02-18 00:00:42.561,EURUSD,1.18497
1771372842561,2026-02-18 00:00:42.561,EURUSD,1.18494
1771372842561,2026-02-18 00:00:42.561,EURUSD,1.18493
1771372842695,2026-02-18 00:00:42.695,EURUSD,1.18495
1771372843108,2026-02-18 00:00:43.108,EURUSD,1.18493
1771372843108,2026-02-18 00:00:43.108,EURUSD,1.18491
1771372843677,2026-02-18 00:00:43.677,EURUSD,1.18495
1771372844138,2026-02-18 00:00:44.138,EURUSD,1.18495
1771372844339,2026-02-18 00:00:44.339,EURUSD,1.18495
1771372844674,2026-02-18 00:00:44.674,EURUSD,1.18492
1771372844674,2026-02-18 00:00:44.674,EURUSD,1.18491
1771372845183,2026-02-18 00:00:45.183,EURUSD,1.18491
1771372845575,2026-02-18 00:00:45.575,EURUSD,1.18495
1771372846517,2026-02-18 00:00:46.517,EURUSD,1.18499
1771372848125,2026-02-18 00:00:48.125,EURUSD,1.18506
1771372848125,2026-02-18 00:00:48.125,EURUSD,1.18506
1771372848235,2026-02-18 00:00:48.235,EURUSD,1.18508
1771372848240,2026-02-18 00:00:48.240,EURUSD,1.18508
1771372857679,2026-02-18 00:00:57.679,EURUSD,1.18499
1771372863090,2026-02-18 00:01:03.090,EURUSD,1.18497
1771372880288,2026-02-18 00:01:20.288,EURUSD,1.1849
1771372891115,2026-02-18 00:01:31.115,EURUSD,1.18498
1771372901260,2026-02-18 00:01:41.260,EURUSD,1.18498
1771372903015,2026-02-18 00:01:43.015,EURUSD,1.18498
1771372913995,2026-02-18 00:01:53.995,EURUSD,1.18497
1771372917077,2026-02-18 00:01:57.077,EURUSD,1.18501
1771372923898,2026-02-18 00:02:03.898,EURUSD,1.18494
1771372932087,2026-02-18 00:02:12.087,EURUSD,1.18503
1771372932127,2026-02-18 00:02:12.127,EURUSD,1.18503
1771372932254,2026-02-18 00:02:12.254,EURUSD,1.18504
1771372934497,2026-02-18 00:02:14.497,EURUSD,1.18501
1771372938731,2026-02-18 00:02:18.731,EURUSD,1.18505
1771372945906,2026-02-18 00:02:25.906,EURUSD,1.18504
1771372950329,2026-02-18 00:02:30.329,EURUSD,1.18498
1771372952301,2026-02-18 00:02:32.301,EURUSD,1.185
1771372952301,2026-02-18 00:02:32.301,EURUSD,1.185
1771372955074,2026-02-18 00:02:35.074,EURUSD,1.18492
1771372955074,2026-02-18 00:02:35.074,EURUSD,1.18492
1771372958217,2026-02-18 00:02:38.217,EURUSD,1.18499
1771372961462,2026-02-18 00:02:41.462,EURUSD,1.18497
1771372962539,2026-02-18 00:02:42.539,EURUSD,1.18497
1771372967245,2026-02-18 00:02:47.245,EURUSD,1.18496
1771372968672,2026-02-18 00:02:48.672,EURUSD,1.18491
1771372982872,2026-02-18 00:03:02.872,EURUSD,1.18496
1771372982901,2026-02-18 00:03:02.901,EURUSD,1.18497
1771372983345,2026-02-18 00:03:03.345,EURUSD,1.18497
