"timestamp","pair","EUR/USD"
2026-02-02 23:50:51,EUR/USD,$1.181780
2026-02-02 23:22:51,EUR/USD,$1.180137
2026-02-02 21:50:51,EUR/USD,$1.181352
2026-02-02 19:06:51,EUR/USD,$1.179882
2026-02-02 19:04:51,EUR/USD,$1.181388
2026-02-02 17:36:51,EUR/USD,$1.179663
2026-02-02 14:48:51,EUR/USD,$1.178261
2026-02-02 14:00:51,EUR/USD,$1.178515
2026-02-02 13:06:51,EUR/USD,$1.177335
2026-02-02 12:06:51,EUR/USD,$1.178541
2026-02-02 10:42:51,EUR/USD,$1.179872
2026-02-02 09:46:51,EUR/USD,$1.178596
2026-02-02 09:04:51,EUR/USD,$1.180460
2026-02-02 08:46:51,EUR/USD,$1.181889
2026-02-02 08:14:51,EUR/USD,$1.180664
2026-02-02 07:34:51,EUR/USD,$1.182160
2026-02-02 07:06:51,EUR/USD,$1.183923
2026-02-02 06:16:51,EUR/USD,$1.185205
2026-02-02 05:36:51,EUR/USD,$1.186842
2026-02-02 05:34:51,EUR/USD,$1.188199
2026-02-02 05:28:51,EUR/USD,$1.186448
2026-02-02 05:26:51,EUR/USD,$1.188170
2026-02-02 04:40:51,EUR/USD,$1.186379
2026-02-02 04:36:51,EUR/USD,$1.187915
2026-02-02 04:34:51,EUR/USD,$1.186305
2026-02-02 04:30:51,EUR/USD,$1.188257
2026-02-02 04:18:51,EUR/USD,$1.186921
2026-02-02 04:12:51,EUR/USD,$1.188193
2026-02-02 03:52:51,EUR/USD,$1.186961
2026-02-02 03:14:51,EUR/USD,$1.185680
2026-02-02 03:08:51,EUR/USD,$1.186942
2026-02-02 02:56:51,EUR/USD,$1.185471
2026-02-02 02:50:51,EUR/USD,$1.187096
2026-02-02 02:30:51,EUR/USD,$1.185872
2026-02-02 02:16:51,EUR/USD,$1.187457
2026-02-02 02:08:51,EUR/USD,$1.185886
2026-02-02 01:38:51,EUR/USD,$1.187348
2026-02-02 01:36:51,EUR/USD,$1.186105
2026-02-02 01:00:51,EUR/USD,$1.187339
2026-02-02 00:16:51,EUR/USD,$1.186119
2026-02-02 00:14:51,EUR/USD,$1.187644
2026-02-02 00:08:51,EUR/USD,$1.186275
2026-02-01 23:54:51,EUR/USD,$1.185004
2026-02-01 23:38:51,EUR/USD,$1.186561
2026-02-01 23:34:51,EUR/USD,$1.187996
2026-02-01 23:30:51,EUR/USD,$1.186551
2026-02-01 23:24:51,EUR/USD,$1.188704
2026-02-01 23:16:51,EUR/USD,$1.187244
2026-02-01 23:14:51,EUR/USD,$1.188444
2026-02-01 23:08:51,EUR/USD,$1.186524
2026-02-01 23:04:51,EUR/USD,$1.187830
2026-02-01 23:02:51,EUR/USD,$1.186640
2026-02-01 22:58:51,EUR/USD,$1.187911
2026-02-01 22:38:51,EUR/USD,$1.186532
2026-02-01 21:56:51,EUR/USD,$1.187802
2026-02-01 21:54:51,EUR/USD,$1.189434
2026-02-01 19:36:51,EUR/USD,$1.186806
2026-02-01 19:08:51,EUR/USD,$1.185589
2026-02-01 18:12:51,EUR/USD,$1.186852
2026-02-01 17:38:51,EUR/USD,$1.184943
2026-02-01 17:24:51,EUR/USD,$1.183664
2026-02-01 17:18:51,EUR/USD,$1.185161
2026-02-01 17:12:51,EUR/USD,$1.183770
2026-02-01 15:18:51,EUR/USD,$1.185154
2026-02-01 14:48:51,EUR/USD,$1.183926
2026-02-01 13:38:51,EUR/USD,$1.184400
2026-02-01 12:58:51,EUR/USD,$1.183093
2026-02-01 08:48:51,EUR/USD,$1.184291
2026-02-01 03:22:51,EUR/USD,$1.182863
2026-02-01 00:10:51,EUR/USD,$1.184052
2026-01-31 23:20:51,EUR/USD,$1.182765
2026-01-31 22:58:51,EUR/USD,$1.183949
2026-01-31 18:10:51,EUR/USD,$1.182355
2026-01-31 16:28:51,EUR/USD,$1.180803
2026-01-31 15:12:51,EUR/USD,$1.182088
2026-01-31 15:02:51,EUR/USD,$1.183383
2026-01-31 14:48:51,EUR/USD,$1.182080
2026-01-31 14:34:51,EUR/USD,$1.181886
2026-01-31 13:18:51,EUR/USD,$1.183111
2026-01-31 09:14:51,EUR/USD,$1.184427
2026-01-31 09:02:51,EUR/USD,$1.185661
2026-01-31 08:18:51,EUR/USD,$1.184327
2026-01-31 07:38:51,EUR/USD,$1.185585
2026-01-31 07:36:51,EUR/USD,$1.184357
2026-01-31 07:32:51,EUR/USD,$1.185862
2026-01-31 07:28:51,EUR/USD,$1.184391
2026-01-31 07:25:03,EUR/USD,$1.185934
2026-01-31 07:06:51,EUR/USD,$1.184524
2026-01-31 06:46:51,EUR/USD,$1.185844
2026-01-31 06:40:51,EUR/USD,$1.184622
2026-01-31 06:24:51,EUR/USD,$1.185937
2026-01-31 06:20:51,EUR/USD,$1.184577
2026-01-31 05:58:51,EUR/USD,$1.185792
2026-01-31 03:40:51,EUR/USD,$1.184481
2026-01-31 03:38:51,EUR/USD,$1.185783
2026-01-31 03:28:51,EUR/USD,$1.184579
2026-01-31 03:22:51,EUR/USD,$1.185931
2026-01-30 17:00:51,EUR/USD,$1.184553
2026-01-30 14:48:51,EUR/USD,$1.185785
2026-01-30 14:14:51,EUR/USD,$1.186079
2026-01-30 13:24:51,EUR/USD,$1.187286
2026-01-30 13:06:51,EUR/USD,$1.188838
2026-01-30 12:52:51,EUR/USD,$1.187337
2026-01-30 12:40:51,EUR/USD,$1.185364
2026-01-30 12:18:51,EUR/USD,$1.186574
2026-01-30 11:30:51,EUR/USD,$1.187851
2026-01-30 11:26:51,EUR/USD,$1.189314
2026-01-30 10:32:51,EUR/USD,$1.187662
2026-01-30 09:06:51,EUR/USD,$1.188964
2026-01-30 08:58:51,EUR/USD,$1.190167
2026-01-30 08:04:51,EUR/USD,$1.191510
2026-01-30 07:52:51,EUR/USD,$1.190133
2026-01-30 07:14:51,EUR/USD,$1.191361
2026-01-30 06:44:51,EUR/USD,$1.192664
2026-01-30 06:20:51,EUR/USD,$1.194348
2026-01-30 06:12:51,EUR/USD,$1.195605
2026-01-30 05:12:51,EUR/USD,$1.193610
2026-01-30 04:16:51,EUR/USD,$1.192253
2026-01-30 03:50:51,EUR/USD,$1.190563
2026-01-30 03:24:51,EUR/USD,$1.191868
2026-01-30 02:28:51,EUR/USD,$1.193163
2026-01-30 02:26:51,EUR/USD,$1.195007
2026-01-30 02:16:51,EUR/USD,$1.193770
2026-01-30 01:36:51,EUR/USD,$1.192282
2026-01-30 01:34:51,EUR/USD,$1.193668
2026-01-30 00:30:51,EUR/USD,$1.191846
2026-01-30 00:10:51,EUR/USD,$1.193162
2026-01-30 00:00:51,EUR/USD,$1.191790
2026-01-29 23:54:51,EUR/USD,$1.193020
2026-01-29 23:46:51,EUR/USD,$1.191429
2026-01-29 22:10:51,EUR/USD,$1.192808
2026-01-29 20:50:51,EUR/USD,$1.191439
2026-01-29 20:24:51,EUR/USD,$1.190071
2026-01-29 19:58:51,EUR/USD,$1.191756
2026-01-29 18:52:51,EUR/USD,$1.193021
2026-01-29 18:34:51,EUR/USD,$1.194295
2026-01-29 18:32:51,EUR/USD,$1.195636
2026-01-29 18:24:51,EUR/USD,$1.194242
2026-01-29 16:20:51,EUR/USD,$1.196159
2026-01-29 16:06:51,EUR/USD,$1.197408
2026-01-29 14:48:51,EUR/USD,$1.195902
2026-01-29 14:22:51,EUR/USD,$1.196202
2026-01-29 13:50:51,EUR/USD,$1.194864
2026-01-29 13:00:51,EUR/USD,$1.196081
2026-01-29 10:48:51,EUR/USD,$1.194881
2026-01-29 09:58:51,EUR/USD,$1.193604
2026-01-29 09:38:51,EUR/USD,$1.192003
2026-01-29 09:32:51,EUR/USD,$1.190580
2026-01-29 09:22:51,EUR/USD,$1.192122
2026-01-29 09:18:51,EUR/USD,$1.194246
2026-01-29 09:10:51,EUR/USD,$1.195576
2026-01-29 08:30:51,EUR/USD,$1.196910
2026-01-29 07:58:51,EUR/USD,$1.195687
2026-01-29 07:52:51,EUR/USD,$1.194390
2026-01-29 07:38:51,EUR/USD,$1.195727
2026-01-29 07:06:51,EUR/USD,$1.197098
2026-01-29 07:00:51,EUR/USD,$1.195728
2026-01-29 06:58:51,EUR/USD,$1.197303
2026-01-29 06:54:51,EUR/USD,$1.195493
2026-01-29 05:00:51,EUR/USD,$1.194078
2026-01-29 03:52:51,EUR/USD,$1.195504
2026-01-29 02:36:51,EUR/USD,$1.196933
2026-01-29 02:12:51,EUR/USD,$1.198132
2026-01-29 01:42:51,EUR/USD,$1.196689
2026-01-28 23:26:51,EUR/USD,$1.198034
2026-01-28 23:10:51,EUR/USD,$1.199320
2026-01-28 21:58:51,EUR/USD,$1.198116
2026-01-28 20:36:51,EUR/USD,$1.196767
2026-01-28 20:08:51,EUR/USD,$1.195468
2026-01-28 19:02:51,EUR/USD,$1.197000
2026-01-28 18:34:51,EUR/USD,$1.198309
2026-01-28 17:30:51,EUR/USD,$1.196847
2026-01-28 16:26:51,EUR/USD,$1.195616
2026-01-28 14:48:51,EUR/USD,$1.194398
2026-01-28 14:12:51,EUR/USD,$1.193809
2026-01-28 14:04:51,EUR/USD,$1.195112
2026-01-28 14:00:51,EUR/USD,$1.193788
2026-01-28 13:38:51,EUR/USD,$1.192487
2026-01-28 13:28:51,EUR/USD,$1.190558
2026-01-28 13:20:51,EUR/USD,$1.191838
2026-01-28 13:06:51,EUR/USD,$1.190643
2026-01-28 12:48:51,EUR/USD,$1.191878
2026-01-28 10:26:51,EUR/USD,$1.193209
2026-01-28 09:22:51,EUR/USD,$1.194618
2026-01-28 09:10:51,EUR/USD,$1.193341
2026-01-28 08:56:51,EUR/USD,$1.196220
2026-01-28 08:46:51,EUR/USD,$1.197448
2026-01-28 07:22:51,EUR/USD,$1.196207
2026-01-28 05:52:51,EUR/USD,$1.197784
2026-01-28 05:38:51,EUR/USD,$1.196311
2026-01-28 05:08:51,EUR/USD,$1.197804
2026-01-28 04:44:51,EUR/USD,$1.199030
2026-01-28 04:28:51,EUR/USD,$1.197569
2026-01-28 03:36:51,EUR/USD,$1.198966
2026-01-28 02:48:51,EUR/USD,$1.197753
2026-01-28 02:14:51,EUR/USD,$1.199307
2026-01-28 02:10:51,EUR/USD,$1.200646
2026-01-28 01:40:51,EUR/USD,$1.199246
2026-01-28 01:30:51,EUR/USD,$1.200518
2026-01-28 01:18:51,EUR/USD,$1.202035
2026-01-28 01:14:51,EUR/USD,$1.200804
2026-01-27 23:52:51,EUR/USD,$1.199373
2026-01-27 23:50:51,EUR/USD,$1.200613
2026-01-27 23:04:51,EUR/USD,$1.198301
2026-01-27 19:36:51,EUR/USD,$1.199903
2026-01-27 18:08:51,EUR/USD,$1.201198
2026-01-27 17:28:51,EUR/USD,$1.202494
2026-01-27 16:12:51,EUR/USD,$1.203788
2026-01-27 15:52:51,EUR/USD,$1.205129
2026-01-27 15:50:51,EUR/USD,$1.203902
2026-01-27 15:46:51,EUR/USD,$1.205519
2026-01-27 15:00:51,EUR/USD,$1.203881
2026-01-27 14:56:51,EUR/USD,$1.205576
2026-01-27 14:52:51,EUR/USD,$1.204106
2026-01-27 14:50:51,EUR/USD,$1.200815
2026-01-27 14:48:51,EUR/USD,$1.198499
2026-01-27 14:18:51,EUR/USD,$1.199148
2026-01-27 14:02:51,EUR/USD,$1.197595
2026-01-27 14:00:51,EUR/USD,$1.199049
2026-01-27 13:20:51,EUR/USD,$1.197312
2026-01-27 13:14:51,EUR/USD,$1.198828
2026-01-27 12:48:51,EUR/USD,$1.197507
2026-01-27 12:44:51,EUR/USD,$1.198915
2026-01-27 12:14:51,EUR/USD,$1.197628
2026-01-27 12:10:51,EUR/USD,$1.199230
2026-01-27 11:48:51,EUR/USD,$1.197827
2026-01-27 11:26:51,EUR/USD,$1.196431
2026-01-27 10:54:51,EUR/USD,$1.197821
2026-01-27 10:42:51,EUR/USD,$1.199099
2026-01-27 10:12:51,EUR/USD,$1.197322
2026-01-27 09:34:51,EUR/USD,$1.195796
2026-01-27 09:18:51,EUR/USD,$1.197294
2026-01-27 09:06:51,EUR/USD,$1.195740
2026-01-27 08:48:51,EUR/USD,$1.194316
2026-01-27 08:38:51,EUR/USD,$1.195673
2026-01-27 07:48:51,EUR/USD,$1.193074
2026-01-27 07:42:51,EUR/USD,$1.194411
2026-01-27 07:10:51,EUR/USD,$1.193194
2026-01-27 07:04:51,EUR/USD,$1.194812
2026-01-27 06:56:51,EUR/USD,$1.192588
2026-01-27 06:50:51,EUR/USD,$1.193799
2026-01-27 06:32:51,EUR/USD,$1.192501
2026-01-27 06:26:51,EUR/USD,$1.191246
2026-01-27 05:54:51,EUR/USD,$1.189899
2026-01-27 05:26:51,EUR/USD,$1.188209
2026-01-27 04:44:51,EUR/USD,$1.189404
2026-01-27 04:38:51,EUR/USD,$1.188055
2026-01-27 04:36:51,EUR/USD,$1.189647
2026-01-27 03:56:51,EUR/USD,$1.188199
2026-01-27 03:14:51,EUR/USD,$1.186935
2026-01-27 02:24:51,EUR/USD,$1.185693
2026-01-27 01:48:51,EUR/USD,$1.187295
2026-01-27 01:44:51,EUR/USD,$1.188545
2026-01-27 01:38:51,EUR/USD,$1.187347
2026-01-27 01:34:51,EUR/USD,$1.188539
2026-01-27 01:28:51,EUR/USD,$1.187189
2026-01-27 01:26:51,EUR/USD,$1.189141
2026-01-27 01:10:51,EUR/USD,$1.186998
2026-01-26 23:06:51,EUR/USD,$1.188389
2026-01-26 22:42:51,EUR/USD,$1.187079
2026-01-26 21:14:51,EUR/USD,$1.188330
2026-01-26 20:20:51,EUR/USD,$1.189968
2026-01-26 20:14:51,EUR/USD,$1.187943
2026-01-26 20:12:51,EUR/USD,$1.190480
2026-01-26 18:48:51,EUR/USD,$1.187933
2026-01-26 18:12:51,EUR/USD,$1.189129
2026-01-26 17:48:51,EUR/USD,$1.187515
2026-01-26 16:18:51,EUR/USD,$1.188780
2026-01-26 16:16:51,EUR/USD,$1.190073
2026-01-26 14:48:51,EUR/USD,$1.188297
2026-01-26 14:06:51,EUR/USD,$1.188661
2026-01-26 13:14:51,EUR/USD,$1.187386
2026-01-26 11:30:51,EUR/USD,$1.188657
2026-01-26 11:22:51,EUR/USD,$1.190297
2026-01-26 09:50:51,EUR/USD,$1.188978
2026-01-26 08:24:51,EUR/USD,$1.187745
2026-01-26 07:58:51,EUR/USD,$1.186472
2026-01-26 07:44:51,EUR/USD,$1.185237
2026-01-26 07:04:51,EUR/USD,$1.184021
2026-01-26 05:12:51,EUR/USD,$1.185472
2026-01-26 03:30:51,EUR/USD,$1.186871
2026-01-26 02:34:51,EUR/USD,$1.185506
2026-01-26 01:54:51,EUR/USD,$1.184136
2026-01-26 01:00:51,EUR/USD,$1.185541
2026-01-26 00:36:51,EUR/USD,$1.186822
2026-01-26 00:10:51,EUR/USD,$1.185591
2026-01-25 23:24:51,EUR/USD,$1.186898
2026-01-25 22:08:51,EUR/USD,$1.185640
2026-01-25 20:48:51,EUR/USD,$1.186912
2026-01-25 20:44:51,EUR/USD,$1.188170
2026-01-25 19:00:51,EUR/USD,$1.186279
2026-01-25 18:06:51,EUR/USD,$1.184884
2026-01-25 17:40:51,EUR/USD,$1.186138
2026-01-25 17:26:51,EUR/USD,$1.187350
2026-01-25 16:56:51,EUR/USD,$1.188578
2026-01-25 16:36:51,EUR/USD,$1.187187
2026-01-25 14:48:51,EUR/USD,$1.185533
2026-01-25 14:20:51,EUR/USD,$1.185192
2026-01-25 11:54:51,EUR/USD,$1.183857
2026-01-25 10:36:51,EUR/USD,$1.182667
2026-01-25 10:18:51,EUR/USD,$1.183853
2026-01-25 09:24:51,EUR/USD,$1.182664
2026-01-25 09:18:51,EUR/USD,$1.184059
2026-01-25 09:08:51,EUR/USD,$1.182676
2026-01-25 09:04:51,EUR/USD,$1.184028
2026-01-25 08:42:51,EUR/USD,$1.182642
2026-01-25 08:18:51,EUR/USD,$1.183949
2026-01-25 07:58:51,EUR/USD,$1.182764
2026-01-25 07:56:51,EUR/USD,$1.183952
2026-01-25 06:44:51,EUR/USD,$1.182736
2026-01-25 06:40:51,EUR/USD,$1.184289
2026-01-25 02:54:51,EUR/USD,$1.183053
2026-01-24 20:18:51,EUR/USD,$1.181859
2026-01-24 19:28:51,EUR/USD,$1.183050
2026-01-24 14:48:51,EUR/USD,$1.181868
2026-01-23 15:26:51,EUR/USD,$1.182685
2026-01-23 14:48:51,EUR/USD,$1.181445
2026-01-23 14:24:51,EUR/USD,$1.182330
2026-01-23 13:58:51,EUR/USD,$1.180985
2026-01-23 13:12:51,EUR/USD,$1.179555
2026-01-23 12:10:51,EUR/USD,$1.178337
2026-01-23 11:52:51,EUR/USD,$1.179526
2026-01-23 11:18:51,EUR/USD,$1.178280
2026-01-23 10:48:51,EUR/USD,$1.177099
2026-01-23 09:04:51,EUR/USD,$1.175558
2026-01-23 08:48:52,EUR/USD,$1.174022
2026-01-23 08:42:51,EUR/USD,$1.175240
2026-01-23 00:52:51,EUR/USD,$1.174046
2026-01-22 17:54:51,EUR/USD,$1.175226
2026-01-22 17:04:51,EUR/USD,$1.176443
2026-01-22 14:48:51,EUR/USD,$1.174904
2026-01-22 12:28:51,EUR/USD,$1.174848
2026-01-22 10:12:51,EUR/USD,$1.173616
2026-01-22 08:42:51,EUR/USD,$1.172344
2026-01-22 07:34:51,EUR/USD,$1.170863
2026-01-22 07:24:51,EUR/USD,$1.172078
2026-01-22 06:00:51,EUR/USD,$1.170800
2026-01-22 01:52:51,EUR/USD,$1.169533
2026-01-22 01:16:51,EUR/USD,$1.168246
2026-01-22 00:42:51,EUR/USD,$1.169461
2026-01-21 23:52:51,EUR/USD,$1.168265
2026-01-21 22:22:51,EUR/USD,$1.169478
2026-01-21 18:36:51,EUR/USD,$1.168289
2026-01-21 17:34:51,EUR/USD,$1.166986
2026-01-21 14:48:51,EUR/USD,$1.168328
2026-01-21 13:34:51,EUR/USD,$1.168390
2026-01-21 09:24:51,EUR/USD,$1.169932
2026-01-21 08:16:52,EUR/USD,$1.171760
2026-01-21 06:36:51,EUR/USD,$1.173272
2026-01-21 05:36:51,EUR/USD,$1.171742
2026-01-21 05:16:51,EUR/USD,$1.170322
2026-01-21 05:04:51,EUR/USD,$1.171656
2026-01-21 04:20:51,EUR/USD,$1.170417
2026-01-21 04:18:51,EUR/USD,$1.171593
2026-01-21 03:58:51,EUR/USD,$1.170233
2026-01-21 01:14:51,EUR/USD,$1.171511
2026-01-21 00:20:51,EUR/USD,$1.172810
2026-01-20 23:52:51,EUR/USD,$1.171230
2026-01-20 14:48:51,EUR/USD,$1.172408
2026-01-20 13:42:51,EUR/USD,$1.171975
2026-01-20 09:38:51,EUR/USD,$1.173169
2026-01-20 09:00:51,EUR/USD,$1.171684
2026-01-20 08:06:51,EUR/USD,$1.172859
2026-01-20 07:52:51,EUR/USD,$1.174117
2026-01-20 06:52:51,EUR/USD,$1.172874
2026-01-20 06:24:51,EUR/USD,$1.174349
2026-01-20 04:48:51,EUR/USD,$1.173021
2026-01-20 04:18:51,EUR/USD,$1.171823
2026-01-20 03:40:51,EUR/USD,$1.173013
2026-01-20 02:54:51,EUR/USD,$1.171704
2026-01-20 02:34:51,EUR/USD,$1.170422
2026-01-20 01:40:51,EUR/USD,$1.168934
2026-01-20 01:26:51,EUR/USD,$1.167696
2026-01-19 22:58:51,EUR/USD,$1.166418
2026-01-19 21:28:51,EUR/USD,$1.165218
2026-01-19 14:48:51,EUR/USD,$1.164000
2026-01-19 10:14:51,EUR/USD,$1.163922
2026-01-19 04:20:51,EUR/USD,$1.162632
2026-01-19 03:20:51,EUR/USD,$1.161455
2026-01-18 22:28:51,EUR/USD,$1.162653
2026-01-18 20:24:51,EUR/USD,$1.161370
2026-01-18 18:36:51,EUR/USD,$1.162684
2026-01-18 17:36:51,EUR/USD,$1.161144
2026-01-18 17:08:51,EUR/USD,$1.159868
2026-01-18 16:22:51,EUR/USD,$1.157917
2026-01-18 14:48:51,EUR/USD,$1.159205
2026-01-18 13:30:51,EUR/USD,$1.159582
2026-01-17 14:48:51,EUR/USD,$1.158337
2026-01-17 13:08:51,EUR/USD,$1.158442
2026-01-16 14:48:51,EUR/USD,$1.159644
2026-01-16 14:36:51,EUR/USD,$1.159789
2026-01-16 12:16:51,EUR/USD,$1.158618
2026-01-16 10:10:51,EUR/USD,$1.159803
2026-01-16 09:44:51,EUR/USD,$1.158610
2026-01-16 09:26:51,EUR/USD,$1.160485
2026-01-16 09:00:51,EUR/USD,$1.161703
2026-01-16 07:22:51,EUR/USD,$1.160533
2026-01-16 05:18:51,EUR/USD,$1.161864
2026-01-15 14:48:51,EUR/USD,$1.160391
2026-01-15 07:40:51,EUR/USD,$1.160464
2026-01-15 07:00:51,EUR/USD,$1.161655
2026-01-15 02:32:51,EUR/USD,$1.162842
2026-01-15 01:32:51,EUR/USD,$1.161585
2026-01-14 19:26:51,EUR/USD,$1.162762
2026-01-14 14:48:51,EUR/USD,$1.164174
2026-01-14 12:48:51,EUR/USD,$1.163518
2026-01-13 14:50:51,EUR/USD,$1.164781
2026-01-13 11:44:11,EUR/USD,$1.164736
2026-01-13 10:22:11,EUR/USD,$1.163564
2026-01-13 09:36:11,EUR/USD,$1.164374
2026-01-13 09:14:11,EUR/USD,$1.165608
2026-01-13 07:36:11,EUR/USD,$1.166860
2026-01-13 06:58:11,EUR/USD,$1.165660
2026-01-13 03:24:11,EUR/USD,$1.166856
2026-01-13 00:14:11,EUR/USD,$1.165637
2026-01-12 22:40:11,EUR/USD,$1.167130
2026-01-12 21:36:11,EUR/USD,$1.165914
2026-01-12 21:34:11,EUR/USD,$1.157903
2026-01-12 14:56:11,EUR/USD,$1.166539
2026-01-12 10:22:11,EUR/USD,$1.167743
2026-01-12 08:32:11,EUR/USD,$1.167597
2026-01-12 06:36:11,EUR/USD,$1.168871
2026-01-12 06:02:11,EUR/USD,$1.167584
2026-01-12 02:52:11,EUR/USD,$1.168774
2026-01-11 23:48:11,EUR/USD,$1.167594
2026-01-11 18:58:11,EUR/USD,$1.166396
2026-01-11 18:40:11,EUR/USD,$1.165195
2026-01-11 18:38:11,EUR/USD,$1.162565
2026-01-11 18:36:11,EUR/USD,$1.164651
2026-01-11 18:10:11,EUR/USD,$1.163231
2026-01-11 18:06:11,EUR/USD,$1.162053
2026-01-11 10:22:11,EUR/USD,$1.163224
2026-01-11 03:42:11,EUR/USD,$1.163579
2026-01-10 10:22:11,EUR/USD,$1.162393
2026-01-09 10:22:11,EUR/USD,$1.163350
2026-01-09 09:40:11,EUR/USD,$1.163518
2026-01-09 09:14:11,EUR/USD,$1.162171
2026-01-09 08:44:11,EUR/USD,$1.163530
2026-01-08 19:48:11,EUR/USD,$1.164728
2026-01-08 16:04:11,EUR/USD,$1.165969
2026-01-08 15:04:11,EUR/USD,$1.164725
2026-01-08 15:02:11,EUR/USD,$1.167128
2026-01-08 11:34:11,EUR/USD,$1.164510
2026-01-08 10:22:11,EUR/USD,$1.165773
2026-01-08 07:52:11,EUR/USD,$1.165921
2026-01-08 06:06:11,EUR/USD,$1.167163
2026-01-08 04:10:11,EUR/USD,$1.168387
2026-01-08 02:38:11,EUR/USD,$1.167032
2026-01-08 00:16:11,EUR/USD,$1.168256
2026-01-07 20:22:11,EUR/USD,$1.166929
2026-01-07 10:22:11,EUR/USD,$1.168147
2026-01-07 09:20:11,EUR/USD,$1.168244
2026-01-07 08:52:11,EUR/USD,$1.169653
2026-01-07 04:12:11,EUR/USD,$1.168379
2026-01-07 02:16:11,EUR/USD,$1.167180
2026-01-06 23:10:11,EUR/USD,$1.168576
2026-01-06 20:16:11,EUR/USD,$1.169842
2026-01-06 13:06:11,EUR/USD,$1.168670
2026-01-06 12:02:11,EUR/USD,$1.169869
2026-01-06 10:22:11,EUR/USD,$1.168678
2026-01-06 09:28:11,EUR/USD,$1.168500
2026-01-06 08:32:11,EUR/USD,$1.169732
2026-01-06 07:38:11,EUR/USD,$1.170956
2026-01-06 06:32:12,EUR/USD,$1.169384
2026-01-06 06:12:11,EUR/USD,$1.170582
2026-01-06 05:18:11,EUR/USD,$1.169408
2026-01-06 03:18:11,EUR/USD,$1.170818
2026-01-05 20:54:11,EUR/USD,$1.172732
2026-01-05 19:48:11,EUR/USD,$1.171419
2026-01-05 19:46:11,EUR/USD,$1.170158
2026-01-05 18:20:11,EUR/USD,$1.171334
2026-01-05 18:18:11,EUR/USD,$1.169965
2026-01-05 11:24:11,EUR/USD,$1.171300
2026-01-05 10:22:11,EUR/USD,$1.169735
2026-01-05 10:08:11,EUR/USD,$1.169805
2026-01-05 09:08:11,EUR/USD,$1.168508
2026-01-05 08:12:11,EUR/USD,$1.167049
2026-01-05 07:12:11,EUR/USD,$1.165879
2026-01-05 02:56:11,EUR/USD,$1.167504
2026-01-05 00:48:11,EUR/USD,$1.168769
2026-01-04 21:24:11,EUR/USD,$1.167567
2026-01-04 20:38:11,EUR/USD,$1.168754
2026-01-04 17:08:11,EUR/USD,$1.169928
2026-01-04 10:22:11,EUR/USD,$1.171132
2026-01-04 10:14:11,EUR/USD,$1.171193
2026-01-04 04:32:11,EUR/USD,$1.169964
2026-01-03 10:22:11,EUR/USD,$1.171203
2026-01-03 00:30:11,EUR/USD,$1.170947
2026-01-02 12:30:11,EUR/USD,$1.172132
2026-01-02 10:22:11,EUR/USD,$1.173579
2026-01-02 09:58:11,EUR/USD,$1.174263
2026-01-02 08:54:11,EUR/USD,$1.172793
2026-01-02 04:24:11,EUR/USD,$1.171537
2026-01-02 02:22:11,EUR/USD,$1.172800
2026-01-02 00:32:11,EUR/USD,$1.174210
2026-01-01 22:38:11,EUR/USD,$1.175554
2026-01-01 20:24:11,EUR/USD,$1.176849
2026-01-01 18:16:11,EUR/USD,$1.175350
2026-01-01 11:18:11,EUR/USD,$1.174140
2026-01-01 10:58:11,EUR/USD,$1.175584
2026-01-01 10:54:11,EUR/USD,$1.174339
2026-01-01 10:52:11,EUR/USD,$1.175538
2026-01-01 10:50:11,EUR/USD,$1.174067
2026-01-01 10:42:11,EUR/USD,$1.175249
2026-01-01 10:38:11,EUR/USD,$1.174055
2026-01-01 10:28:11,EUR/USD,$1.175360
2026-01-01 10:22:11,EUR/USD,$1.174039
2026-01-01 08:32:11,EUR/USD,$1.174093
2026-01-01 08:20:11,EUR/USD,$1.175402
2026-01-01 08:18:11,EUR/USD,$1.177120
2026-01-01 06:40:11,EUR/USD,$1.174988
2026-01-01 06:36:11,EUR/USD,$1.177075
2026-01-01 06:20:11,EUR/USD,$1.174681
2026-01-01 06:18:11,EUR/USD,$1.177704
2026-01-01 01:32:11,EUR/USD,$1.175107
2026-01-01 01:28:11,EUR/USD,$1.177123
2025-12-31 21:22:11,EUR/USD,$1.175633
2025-12-31 21:16:11,EUR/USD,$1.177171
2025-12-31 21:14:11,EUR/USD,$1.175624
2025-12-31 21:08:11,EUR/USD,$1.177173
2025-12-31 20:04:11,EUR/USD,$1.175814
2025-12-31 19:42:11,EUR/USD,$1.177535
2025-12-31 19:02:11,EUR/USD,$1.176258
2025-12-31 17:24:11,EUR/USD,$1.174649
2025-12-31 17:08:11,EUR/USD,$1.175872
2025-12-31 16:56:11,EUR/USD,$1.177132
2025-12-31 16:48:11,EUR/USD,$1.175711
2025-12-31 16:44:11,EUR/USD,$1.179484
2025-12-31 14:54:11,EUR/USD,$1.174892
2025-12-31 14:52:11,EUR/USD,$1.176390
2025-12-31 11:26:11,EUR/USD,$1.173979
2025-12-31 11:24:11,EUR/USD,$1.175231
2025-12-31 10:48:11,EUR/USD,$1.173404
2025-12-31 10:22:11,EUR/USD,$1.174686
2025-12-31 09:34:11,EUR/USD,$1.174174
2025-12-31 09:24:11,EUR/USD,$1.172859
2025-12-31 09:22:11,EUR/USD,$1.175349
